"","Participant.ID","ï..Start.Date","End.Date","Time.Scheduled","Duration..in.seconds.","Finished","Location...Lat","Location...Long","Survey","Question.1","Question.2","Question.3","Question.4","Question.5","Question.6","Question.7","Question.8","Question.9","Question.10.1","Question.10.2","Question.10.3","Question.10.4","Question.10.5","Question.11","Question.12","Question.13","Question.14","Question.15","Question.16","Question.17","Question.18","Question.19","Question.20","Question.21","Question.22","Question.23.1","Question.23.2","Question.23.3","Question.23.4","Question.23.5","Question.23.6","Question.23.7","Question.24.1","Question.24.2","Question.24.3","Question.24.4","Question.24.5","Question.24.6","Question.24.7","Question.25.1","Question.25.2","Question.25.3","Question.25.4","Question.25.5","Question.25.6","Question.25.7","Question.25.8","Question.25.9","Question.26.1","Question.26.2","Question.26.3","Question.26.4","Question.26.5","Question.26.6","Question.26.7","Question.26.8","Question.26.9","Question.27","StructureForSolitudeIndividual","Surveys.completed"
"376",50187,"12/19/2020 7:16PM","12/19/2020 7:17PM","12/19/2020 7:16PM - 12/19/2020 7:46PM",98.158,"Yes",NA,NA,"Participant 22",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,0,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,3,4
"377",25062,"12/21/2020 12:29PM","12/21/2020 12:33PM","12/21/2020 11:13AM - 12/21/2020 11:43AM",238.146,"Yes",0,0,"Participant 23",1,1,2,NA,"2",1,1,"1",1,0,0,0,1,0,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2.2,22
"378",25062,"12/26/2020 8:28PM","12/26/2020 8:32PM","12/26/2020 8:49PM - 12/26/2020 9:19PM",241.881,"Yes",0,0,"Participant 23",1,1,2,NA,"2",1,1,"1",2,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2.2,22
"379",25062,"12/21/2020 6:12PM","12/21/2020 6:15PM","12/21/2020 5:49PM - 12/21/2020 6:19PM",133.468,"Yes",0,0,"Participant 23",1,1,1,1,"3",1,1,"2",1,0,0,0,1,0,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2.2,22
"380",25062,"12/21/2020 9:53PM","12/21/2020 9:55PM","12/21/2020 10:29PM - 12/21/2020 10:59PM",99.007,"Yes",0,0,"Participant 23",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,2,1,"1",1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2.2,22
"381",25062,"12/22/2020 11:13AM","12/22/2020 11:15AM","12/22/2020 12:50PM - 12/22/2020 1:20PM",128.297,"Yes",0,0,"Participant 23",1,1,2,NA,"2",1,1,"3",3,0,0,0,1,0,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,1,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"382",25062,"12/22/2020 2:04PM","12/22/2020 2:06PM","12/22/2020 4:05PM - 12/22/2020 4:35PM",124.881,"Yes",0,0,"Participant 23",2,1,1,1,"2",1,1,"2",1,0,0,0,1,0,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,22
"383",25062,"12/22/2020 10:35PM","12/22/2020 10:37PM","12/22/2020 9:42PM - 12/22/2020 10:12PM",101.183,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2.2,22
"384",25062,"12/23/2020 11:13AM","12/23/2020 11:15AM","12/23/2020 12:43PM - 12/23/2020 1:13PM",113.037,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"385",25062,"12/23/2020 4:05PM","12/23/2020 4:08PM","12/23/2020 3:56PM - 12/23/2020 4:26PM",176.001,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2.2,22
"386",25062,"12/23/2020 5:49PM","12/23/2020 5:51PM","12/23/2020 6:05PM - 12/23/2020 6:35PM",119.27,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"387",25062,"12/23/2020 10:19PM","12/23/2020 10:21PM","12/23/2020 8:20PM - 12/23/2020 8:50PM",126.198,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2.2,22
"388",25062,"12/21/2020 3:59PM","12/21/2020 4:01PM","12/21/2020 2:02PM - 12/21/2020 2:32PM",132.292,"Yes",0,0,"Participant 23",1,1,2,NA,"2",2,1,"2",2,0,0,0,1,0,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2.2,22
"389",25062,"12/24/2020 1:03PM","12/24/2020 1:06PM","12/24/2020 1:28PM - 12/24/2020 1:58PM",204.047,"Yes",0,0,"Participant 23",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"390",25062,"12/24/2020 5:20PM","12/24/2020 5:21PM","12/24/2020 6:00PM - 12/24/2020 6:30PM",64.604,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"391",25062,"12/24/2020 8:21PM","12/24/2020 8:26PM","12/24/2020 9:20PM - 12/24/2020 9:50PM",285.995,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"392",25062,"12/25/2020 1:28PM","12/25/2020 1:30PM","12/25/2020 11:19AM - 12/25/2020 11:49AM",101.87,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,2,2,2.2,22
"393",25062,"12/25/2020 2:16PM","12/25/2020 2:17PM","12/25/2020 3:44PM - 12/25/2020 4:14PM",69.579,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2.2,22
"394",25062,"12/25/2020 9:20PM","12/25/2020 9:21PM","12/25/2020 8:28PM - 12/25/2020 8:58PM",89.864,"Yes",0,0,"Participant 23",1,1,1,1,"2",1,1,"1",2,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2.2,22
"395",25062,"12/26/2020 11:39AM","12/26/2020 11:40AM","12/26/2020 12:13PM - 12/26/2020 12:43PM",72.896,"Yes",0,0,"Participant 23",1,1,2,NA,"2",1,3,"3",3,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2.2,22
"396",25062,"12/26/2020 4:16PM","12/26/2020 4:17PM","12/26/2020 3:52PM - 12/26/2020 4:22PM",73.605,"Yes",0,0,"Participant 23",1,1,1,1,"2",2,1,"1",2,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2.2,22
"397",25062,"12/26/2020 7:33PM","12/26/2020 7:35PM","12/26/2020 6:56PM - 12/26/2020 7:26PM",76.762,"Yes",0,0,"Participant 23",2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2.2,22
"398",25062,"12/24/2020 08:40AM","12/24/2020 08:41AM","12/24/2020 09:05AM - 12/24/2020 09:35AM",77.699,"Yes",0,0,"Participant 23",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,22
"399",6837,"12/21/2020 09:45AM","12/21/2020 09:50AM","12/21/2020 09:39AM - 12/21/2020 10:09AM",273.398,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2.2,33
"400",6837,"12/27/2020 9:58PM","12/27/2020 9:59PM","12/27/2020 9:58PM - 12/27/2020 10:28PM",56.903,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"2",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"401",6837,"12/21/2020 3:13PM","12/21/2020 3:14PM","12/21/2020 3:13PM - 12/21/2020 3:43PM",92.808,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2.2,33
"402",6837,"12/21/2020 6:58PM","12/21/2020 7:00PM","12/21/2020 6:57PM - 12/21/2020 7:27PM",98.516,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2.2,33
"403",6837,"12/21/2020 9:01PM","12/21/2020 9:02PM","12/21/2020 8:48PM - 12/21/2020 9:18PM",78.625,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"404",6837,"12/22/2020 10:01AM","12/22/2020 10:02AM","12/22/2020 10:01AM - 12/22/2020 10:31AM",84.616,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2.2,33
"405",6837,"12/22/2020 2:52PM","12/22/2020 2:52PM","12/22/2020 2:52PM - 12/22/2020 3:22PM",52.878,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",2,0,0,0,1,0,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2.2,33
"406",6837,"12/22/2020 5:16PM","12/22/2020 5:16PM","12/22/2020 5:16PM - 12/22/2020 5:46PM",54.373,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"407",6837,"12/22/2020 9:32PM","12/22/2020 9:33PM","12/22/2020 9:32PM - 12/22/2020 10:02PM",63.908,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"408",6837,"12/23/2020 09:43AM","12/23/2020 09:44AM","12/23/2020 09:32AM - 12/23/2020 10:02AM",81.788,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"409",6837,"12/23/2020 12:13PM","12/23/2020 12:14PM","12/23/2020 12:13PM - 12/23/2020 12:43PM",77.003,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2.2,33
"410",6837,"12/23/2020 3:26PM","12/23/2020 3:27PM","12/23/2020 3:26PM - 12/23/2020 3:56PM",64.175,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2.2,33
"411",6837,"12/23/2020 7:22PM","12/23/2020 7:23PM","12/23/2020 7:18PM - 12/23/2020 7:48PM",44.561,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,33
"412",6837,"12/23/2020 9:48PM","12/23/2020 9:49PM","12/23/2020 9:48PM - 12/23/2020 10:18PM",63.523,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2.2,33
"413",6837,"12/24/2020 09:18AM","12/24/2020 09:19AM","12/24/2020 09:18AM - 12/24/2020 09:48AM",53.926,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"414",6837,"12/24/2020 1:31PM","12/24/2020 1:32PM","12/24/2020 1:16PM - 12/24/2020 1:46PM",56.471,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2.2,33
"415",6837,"12/21/2020 12:07PM","12/21/2020 12:12PM","12/21/2020 12:07PM - 12/21/2020 12:37PM",343.605,"Yes",0,0,"Participant 24",1,2,1,1,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2.2,33
"416",6837,"12/24/2020 6:56PM","12/24/2020 6:57PM","12/24/2020 6:27PM - 12/24/2020 6:57PM",48.658,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2.2,33
"417",6837,"12/24/2020 8:01PM","12/24/2020 8:01PM","12/24/2020 8:01PM - 12/24/2020 8:31PM",53.804,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2.2,33
"418",6837,"12/25/2020 09:00AM","12/25/2020 09:01AM","12/25/2020 08:43AM - 12/25/2020 09:13AM",83.885,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,1,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"419",6837,"12/25/2020 11:23AM","12/25/2020 11:24AM","12/25/2020 11:17AM - 12/25/2020 11:47AM",58.861,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"420",6837,"12/25/2020 3:16PM","12/25/2020 3:17PM","12/25/2020 2:53PM - 12/25/2020 3:23PM",47.269,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2.2,33
"421",6837,"12/25/2020 5:57PM","12/25/2020 5:58PM","12/25/2020 5:40PM - 12/25/2020 6:10PM",49.029,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2.2,33
"422",6837,"12/25/2020 9:48PM","12/25/2020 9:49PM","12/25/2020 9:48PM - 12/25/2020 10:18PM",85.273,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"2",2,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"423",6837,"12/26/2020 09:12AM","12/26/2020 09:13AM","12/26/2020 09:12AM - 12/26/2020 09:42AM",60.181,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"424",6837,"12/26/2020 11:11AM","12/26/2020 11:11AM","12/26/2020 11:11AM - 12/26/2020 11:41AM",51.805,"Yes",0,0,"Participant 24",1,2,1,1,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"425",6837,"12/26/2020 4:37PM","12/26/2020 4:37PM","12/26/2020 4:17PM - 12/26/2020 4:47PM",49.091,"Yes",0,0,"Participant 24",1,2,1,1,"2",2,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"426",6837,"12/26/2020 7:25PM","12/26/2020 7:26PM","12/26/2020 7:25PM - 12/26/2020 7:55PM",63.769,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"427",6837,"12/26/2020 9:01PM","12/26/2020 9:02PM","12/26/2020 9:01PM - 12/26/2020 9:31PM",82.876,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",2,0,0,0,1,0,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"428",6837,"12/27/2020 12:28PM","12/27/2020 12:28PM","12/27/2020 12:28PM - 12/27/2020 12:58PM",43.428,"Yes",0,0,"Participant 24",1,2,1,1,"2",1,1,"1",1,0,0,0,1,0,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"429",6837,"12/27/2020 3:17PM","12/27/2020 3:17PM","12/27/2020 3:17PM - 12/27/2020 3:47PM",43.962,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2.2,33
"430",6837,"12/27/2020 5:46PM","12/27/2020 5:46PM","12/27/2020 5:46PM - 12/27/2020 6:16PM",45.526,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,"1",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.2,33
"431",6837,"12/24/2020 4:04PM","12/24/2020 4:05PM","12/24/2020 3:18PM - 12/24/2020 3:48PM",53.095,"Yes",0,0,"Participant 24",1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,"2",1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2.2,33
"432",17962,"12/21/2020 2:29PM","12/21/2020 2:32PM","12/21/2020 2:29PM - 12/21/2020 2:59PM",200.122,"Yes",0,0,"Participant 25",1,1,2,NA,"1",1,1,"1",1,0,0,0,1,0,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2.6,4
"433",17962,"12/21/2020 6:33PM","12/21/2020 6:34PM","12/21/2020 6:13PM - 12/21/2020 6:43PM",107.721,"Yes",0,0,"Participant 25",1,1,2,NA,"1",1,1,"1",1,0,0,0,1,0,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2.6,4
"434",17962,"12/22/2020 5:30PM","12/22/2020 5:31PM","12/22/2020 5:10PM - 12/22/2020 5:40PM",111.029,"Yes",0,0,"Participant 25",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,"1",1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2.6,4
"435",17962,"12/24/2020 2:28PM","12/24/2020 2:29PM","12/24/2020 2:08PM - 12/24/2020 2:38PM",102.724,"Yes",0,0,"Participant 25",2,1,1,1,"3",2,1,"1",1,0,0,0,1,0,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,2,"1",1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2.6,4
"436",12201,"12/22/2020 08:28AM","12/22/2020 08:31AM","12/22/2020 08:24AM - 12/22/2020 08:54AM",157.874,"Yes",0,0,"Participant 26",1,2,2,NA,"3",2,1,"2",2,1,0,1,0,0,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,1,"1",1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1.6,33
"437",12201,"12/28/2020 8:29PM","12/28/2020 8:30PM","12/28/2020 8:25PM - 12/28/2020 8:55PM",63.481,"Yes",0,0,"Participant 26",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,2,"2",1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1.6,33
